fold,method,macro_f1,weighted_f1,accuracy,log_loss,brier_score,ece,roc_auc_macro_ovr,recall_normal,precision_normal,f1_normal,recall_analysis,precision_analysis,f1_analysis,recall_backdoor,precision_backdoor,f1_backdoor,recall_dos,precision_dos,f1_dos,recall_exploits,precision_exploits,f1_exploits,recall_fuzzers,precision_fuzzers,f1_fuzzers,recall_generic,precision_generic,f1_generic,recall_reconnaissance,precision_reconnaissance,f1_reconnaissance,recall_shellcode,precision_shellcode,f1_shellcode,recall_worms,precision_worms,f1_worms
3,base_xgboost,0.618147,0.877172,0.88121,0.300867,0.015124,0.012802,0.982329,0.989595,0.95613,0.972575,0.088889,1.0,0.163265,0.025641,0.6,0.04918,0.560588,0.453915,0.501643,0.708128,0.719106,0.713575,0.700742,0.698439,0.699588,0.975358,0.994865,0.985015,0.801144,0.942761,0.866203,0.552632,0.575342,0.563758,0.5,1.0,0.666667
3,cal_xgboost,0.618147,0.877172,0.88121,0.300867,0.015124,0.012802,0.982329,0.989595,0.95613,0.972575,0.088889,1.0,0.163265,0.025641,0.6,0.04918,0.560588,0.453915,0.501643,0.708128,0.719106,0.713575,0.700742,0.698439,0.699588,0.975358,0.994865,0.985015,0.801144,0.942761,0.866203,0.552632,0.575342,0.563758,0.5,1.0,0.666667
3,base_knn,0.491712,0.844898,0.848233,2.238323,0.020709,0.039992,0.861632,0.970946,0.933359,0.951782,0.125926,0.120567,0.123188,0.025641,0.075,0.038217,0.467564,0.429213,0.447569,0.678042,0.643923,0.660542,0.542457,0.675565,0.601738,0.968203,0.994015,0.98094,0.771102,0.817906,0.793814,0.25,0.44186,0.319328,0.0,0.0,0.0
3,cal_knn,0.491712,0.844898,0.848233,2.238323,0.020709,0.039992,0.861632,0.970946,0.933359,0.951782,0.125926,0.120567,0.123188,0.025641,0.075,0.038217,0.467564,0.429213,0.447569,0.678042,0.643923,0.660542,0.542457,0.675565,0.601738,0.968203,0.994015,0.98094,0.771102,0.817906,0.793814,0.25,0.44186,0.319328,0.0,0.0,0.0
4,p_weighted,0.60918,0.884198,0.876291,0.317647,0.015555,0.028887,0.980145,0.988108,0.962359,0.975063,0.096296,0.062802,0.076023,0.146552,0.044271,0.068,0.585575,0.457061,0.513398,0.677593,0.803514,0.735201,0.657591,0.837185,0.736599,0.976418,0.997024,0.986613,0.808298,0.918699,0.85997,0.631579,0.585366,0.607595,0.444444,0.666667,0.533333
4,p_stack,0.611341,0.879492,0.864995,0.399541,0.018398,0.016932,0.975038,0.947838,0.986775,0.966915,0.755556,0.267717,0.395349,0.75,0.189542,0.302609,0.622249,0.458972,0.528282,0.59093,0.868647,0.703367,0.716172,0.75544,0.735282,0.977213,0.996757,0.986888,0.832618,0.872564,0.852123,0.934211,0.204023,0.334906,0.666667,0.2,0.307692
4,p_final,0.660153,0.890967,0.882789,0.315786,0.015516,0.018446,0.984957,0.977973,0.975995,0.976983,0.577778,0.351351,0.436975,0.715517,0.195755,0.307407,0.650367,0.453925,0.534673,0.643018,0.840376,0.728568,0.69802,0.832677,0.759425,0.976948,0.996756,0.986752,0.819742,0.891135,0.853949,0.815789,0.4,0.536797,0.666667,0.375,0.48
4,base_random_forest,0.601668,0.883352,0.872161,0.408211,0.017723,0.028803,0.973212,0.980541,0.968112,0.974287,0.118519,0.068966,0.087193,0.310345,0.072289,0.117264,0.602689,0.449818,0.515152,0.652896,0.826136,0.72937,0.665842,0.83975,0.742752,0.974033,0.997287,0.985523,0.81402,0.897476,0.853713,0.671053,0.515152,0.582857,0.333333,0.6,0.428571
4,cal_random_forest,0.601668,0.883352,0.872161,0.408211,0.017723,0.028803,0.973212,0.980541,0.968112,0.974287,0.118519,0.068966,0.087193,0.310345,0.072289,0.117264,0.602689,0.449818,0.515152,0.652896,0.826136,0.72937,0.665842,0.83975,0.742752,0.974033,0.997287,0.985523,0.81402,0.897476,0.853713,0.671053,0.515152,0.582857,0.333333,0.6,0.428571
4,base_extra_trees,0.602394,0.88056,0.864266,0.741751,0.017805,0.030256,0.943495,0.977838,0.977178,0.977508,0.103704,0.034913,0.052239,0.336207,0.064892,0.108787,0.452323,0.417607,0.434272,0.634037,0.834022,0.720408,0.700495,0.843098,0.76521,0.973238,0.996473,0.984718,0.828326,0.875946,0.851471,0.697368,0.464912,0.557895,0.666667,0.5,0.571429
4,cal_extra_trees,0.602394,0.88056,0.864266,0.741751,0.017805,0.030256,0.943495,0.977838,0.977178,0.977508,0.103704,0.034913,0.052239,0.336207,0.064892,0.108787,0.452323,0.417607,0.434272,0.634037,0.834022,0.720408,0.700495,0.843098,0.76521,0.973238,0.996473,0.984718,0.828326,0.875946,0.851471,0.697368,0.464912,0.557895,0.666667,0.5,0.571429
4,base_xgboost,0.60043,0.876046,0.880602,0.305508,0.015302,0.01099,0.981472,0.988243,0.955573,0.971634,0.074074,0.909091,0.136986,0.017241,0.4,0.033058,0.530562,0.448811,0.486275,0.724742,0.703881,0.714159,0.683993,0.722125,0.702542,0.978272,0.994076,0.986111,0.792561,0.926421,0.854279,0.644737,0.671233,0.657718,0.333333,0.75,0.461538
4,cal_xgboost,0.60043,0.876046,0.880602,0.305508,0.015302,0.01099,0.981472,0.988243,0.955573,0.971634,0.074074,0.909091,0.136986,0.017241,0.4,0.033058,0.530562,0.448811,0.486275,0.724742,0.703881,0.714159,0.683993,0.722125,0.702542,0.978272,0.994076,0.986111,0.792561,0.926421,0.854279,0.644737,0.671233,0.657718,0.333333,0.75,0.461538
4,base_knn,0.515563,0.84554,0.848415,2.106937,0.020397,0.039455,0.845275,0.967838,0.936332,0.951824,0.111111,0.085227,0.096463,0.017241,0.076923,0.028169,0.443765,0.425557,0.43447,0.684329,0.661171,0.672551,0.533003,0.656504,0.588342,0.969793,0.992946,0.981233,0.808298,0.788006,0.798023,0.421053,0.484848,0.450704,0.111111,0.25,0.153846
4,cal_knn,0.515563,0.84554,0.848415,2.106937,0.020397,0.039455,0.845275,0.967838,0.936332,0.951824,0.111111,0.085227,0.096463,0.017241,0.076923,0.028169,0.443765,0.425557,0.43447,0.684329,0.661171,0.672551,0.533003,0.656504,0.588342,0.969793,0.992946,0.981233,0.808298,0.788006,0.798023,0.421053,0.484848,0.450704,0.111111,0.25,0.153846
